No.;Time;Comment;Scramble;Date;P.1
690;1:30.62;;R2 D B' R' L2 D' R U' B2 U' F2 U R2 U2 D' B2 R' F' Fw2 D' L' Rw2 U' Uw2 L Fw2 L2 Uw2 R2 U F D' Fw L U Rw' D Uw2 B' Uw' Fw2 Rw' Fw;2026-01-29 07:56:40;1:30.62
691;1:24.07;;U2 L2 F U2 F2 L2 U2 B L2 F R2 B R' U' L' U' B2 D R' F D2 Uw2 L' B2 Fw2 R F' Uw2 L2 F2 B D' Uw2 F' B Uw L2 Uw Fw R2 L2 Uw Fw' Uw L';2026-01-29 07:58:36;1:24.07
692;1:15.69;;L2 D' L U B' L B U2 R' U2 F2 B2 R L2 D2 L2 D2 F2 U2 B' Fw2 L' Fw2 Uw2 B2 R' U' B2 Rw2 U' R Fw D L2 D2 R' Uw R' Rw' Fw' L F' R' L2;2026-01-29 08:00:54;1:15.69
693;1:07.57;;F' R L2 D B' L' F B' D R2 U2 R U2 F2 U2 R D2 R L' U2 Uw2 Fw2 D Rw2 B Fw2 D B U2 F Rw2 B' R Fw2 Rw' U2 F' L' Uw F2 Rw' Fw' U2 B' Uw';2026-01-29 08:02:51;1:07.57
694;56.68;;B2 U' B U2 R2 U' D' R F L D2 L' D2 F2 U2 F2 R' L' D2 R' Rw2 Uw2 L' Uw2 B' Uw2 F2 R2 B2 R B L Uw' L' B' Rw2 D' R' Rw' F B L2 Fw' D' Rw2;2026-01-29 08:04:17;56.68
695;1:13.86;;B' D' L U' R' F' L2 F U F R2 L2 U2 F' D2 B2 L2 F' U2 B2 D2 Rw2 U' R' L2 Fw2 L' D R' Uw2 R Fw2 Rw2 U2 Fw' R' D L' Rw Fw L2 D' Fw L2 D B2;2026-01-29 08:05:40;1:13.86
696;1:07.05;;D2 R2 F2 D2 L2 B' R2 B' L2 B2 L2 U2 R' U2 D F2 D L F' U Fw2 Rw2 U R' Fw2 U' L2 U2 Fw2 R' Fw2 D Fw D2 L' U2 D2 F2 Uw' R' Rw' B Uw' Rw' D';2026-01-29 08:07:26;1:07.05
697;1:08.04;;R' F U L2 U2 R D2 L' U2 B2 L D2 F2 L D' B L2 U B' U2 B' Uw2 R F' Rw2 Fw2 L' F' R2 F Uw2 Rw2 Fw2 D' Uw' F2 R' D' F' Uw2 Fw Rw' Fw2 U L Uw Rw2;2026-01-29 08:09:04;1:08.04
698;1:06.27;;B R2 L2 F' B' D2 F2 R2 B' R2 D L' U B2 R B U R2 D2 Rw2 Uw2 Fw2 R Fw2 D' L Fw2 D2 Fw2 R' F2 U2 Fw' L B' U Rw' Uw B Rw2 D2 F' R U';2026-01-29 08:10:46;1:06.27
699;1:01.21;;U' R D2 B' U' R D L' F' R2 D2 R' U2 R' F2 B2 R' F2 U2 L F2 Fw2 L U Fw2 U' L' Fw2 Rw2 U Rw2 U D R2 Fw' L' F Rw F' Fw L2 Fw D2 Uw';2026-01-29 08:12:14;1:01.21
700;1:20.35;;F' R' B L2 U' R F2 U2 D L U2 F2 L2 U2 R D2 L' B2 U2 R2 U' Fw2 D L' Fw2 L' Rw2 B2 L' D' R L2 U2 Fw R L' B' Uw Fw2 Rw U' Rw' Fw' Rw;2026-01-29 08:13:36;1:20.35
701;1:01.16;;U R' B2 R' U2 R U2 L2 D2 L' F' B2 D L U2 B L2 B2 U' B Fw2 R' B' Uw2 B' R2 D2 F Rw2 Uw2 Fw2 Uw B Uw2 L2 U Fw L2 Rw Fw' U2 F L2;2026-01-29 08:15:16;1:01.16
702;1:10.67;;L' U L' F' R' L2 F2 B U R L D2 B2 R2 D2 L' U2 R' U2 B2 R Rw2 Uw2 R' Fw2 Rw2 D' F2 U L' D2 Rw2 U' Fw R L U D2 Fw R L' Uw R2 F' Uw Rw';2026-01-29 08:16:52;1:10.67
703;1:18.47;;F B2 R D' B2 U2 L U2 F2 R2 U2 F D2 B L2 B2 D2 B R B' Fw2 L Uw2 R Rw2 U R' L2 U L' D B' Fw' U2 Fw' R' Uw R F' Uw L Fw2 U;2026-01-29 08:18:26;1:18.47
704;1:16.14;;U' R B' R2 L U2 F' D' B R2 D2 B U2 F D2 R2 F D2 R2 D Fw2 Rw2 D2 L2 Uw2 F U Rw2 B' U B R2 F2 Rw U' D' F2 U' F' Fw' Uw' Rw Fw' L F';2026-01-29 08:20:07;1:16.14
705;1:12.27;;L F2 D2 L F2 U2 R F2 R2 D2 L' B L' B2 U2 D' L' F2 U' Uw2 Rw2 D Fw2 R U2 D' B2 R Rw2 D L2 F' Fw' D L F' Fw Uw' Rw' F U R' D';2026-01-29 08:40:11;1:12.27
706;56.48;;D B2 R2 U2 F2 D B2 U' F2 U' D' R' D B' U2 F2 L' B U R' L Fw2 U' R' L Fw2 Uw2 L Rw2 D' B2 L Fw' Uw2 R L2 F' R Rw' U2 Fw' Rw' U L' Uw;2026-01-29 08:41:42;56.48
707;1:15.02;;F2 R2 D B2 L2 U2 D' B2 U2 L2 B' L' U R2 F' B2 R' F B L Fw2 Uw2 R2 D' L' Fw2 U D' R' L U2 Fw L B2 D F Fw' Uw Rw' D2 Fw U2 F Uw2;2026-01-29 18:09:10;1:15.02
708;1:06.31;;L B2 D2 B2 L2 F2 L' F2 R' U2 D2 L' D F L2 U' B' R' D2 R' L' Fw2 Uw2 F D L2 Rw2 U B2 L2 Uw2 B Fw2 D' R D B2 Rw' D Fw R' Uw Rw F2 R2 Uw;2026-01-29 18:10:49;1:06.31
709;1:19.53;;L' F2 D2 F2 R2 L B2 R' L2 B' R L F' U R' B2 D' L F2 Fw2 L' Uw2 B R2 B2 R Fw2 Uw2 L D2 Rw2 Uw' F2 B' U F R Fw' Uw' L2 Rw' Uw' R' Rw2;2026-01-29 18:12:12;1:19.53
710;1:08.25;;D2 F' D2 B2 L2 U2 B D2 F' U2 L2 B' U F' D' F' B R' F2 D2 F2 Rw2 F' R2 D' Uw2 Rw2 F Fw2 D2 B L2 D' Rw F' U' F Rw2 B Fw' Rw2 Uw B2 U Fw' Rw;2026-01-29 18:13:50;1:08.25
711;55.35;;U B2 D2 F2 B2 D F2 D2 R2 U' B' L2 U' R' B' L F U L U2 Rw2 D' L Uw2 Fw2 U2 D F2 R Fw2 D' F2 U Fw' U' R D' L Rw B L' U Uw2 Rw' U';2026-01-29 18:15:20;55.35
712;1:27.07;;D2 L' D' R2 U B2 U L2 U' L2 F2 U2 B R L' B' L2 D F Rw2 B' R2 Uw2 Fw2 R2 F' R' F L2 B' Rw2 F' Uw L2 Rw2 B L2 Fw R2 Uw' Rw2 Fw U D;2026-01-29 18:16:37;1:27.07
713;1:00.24;;L' B U L2 D2 B R2 F2 B' R2 F2 L2 B' U D2 B2 D' R L U D2 Fw2 R' F' D2 R Uw2 R' U2 Uw2 L' D2 Uw B L2 F Rw2 U' Rw B D' Fw2 Uw' Rw F;2026-01-29 18:18:35;1:00.24
714;1:12.63;;D F2 L2 F' D2 F U2 F B2 L2 U2 R2 D R2 L' U2 D' F B' D' L Uw2 B' Uw2 Fw2 L' F' U2 D2 F R' Rw2 B' L2 D' B R2 Uw F2 Fw L2 Rw' Fw2 Rw' U Rw2;2026-01-29 18:19:59;1:12.63
715;58.44;;F U D F' R B U F L2 F2 R' D2 L' B2 D2 F2 L' F2 U2 R Rw2 Fw2 R' D Fw2 L2 F2 U2 F2 L Rw2 Fw U2 R2 U2 B' R2 Rw' Fw' R2 U Fw' R U' Uw;2026-01-29 18:21:31;58.44
716;1:13.99;;D2 L2 D' R B2 R' D2 L' U2 D2 R F2 L U' D2 F U2 R D' B' U2 Rw2 Fw2 U R' D2 R2 Fw2 U R2 Fw2 R L Fw R2 F2 U F2 Fw Rw' Fw R2 Uw2 B L2 D';2026-01-29 18:22:56;1:13.99
717;1:08.78;;L2 U2 F2 R2 D2 B U2 F' U2 D2 R L' D F R' B R' F2 R' U' Rw2 Fw2 U2 B Uw2 B' U' B' Rw2 U R L2 D2 Rw' B Rw U' B Fw' Uw Fw2 R' Uw R2;2026-01-29 20:04:28;1:08.78
718;DNF(1:03.14);;F2 L' D2 R' F2 U2 D2 B2 R B2 D' L B L' D F' L2 U2 R Fw2 R2 U Uw2 F2 Fw2 U' B Rw2 D2 R2 Rw' Uw2 F2 R' B' U2 R2 Uw' B Rw' U' Uw;2026-01-29 20:06:14;1:03.14
719;1:23.65;;U' L' F' B2 D2 L U2 D2 R D2 R B2 R2 F R D' L U' R B2 Uw2 L' Fw2 L2 U Rw2 Uw2 R L' U2 Fw2 U R' B Uw2 F' B Fw' Rw Uw' F Rw2 B' D Uw;2026-01-29 20:08:22;1:23.65
720;1:18.96;;B2 L' B2 U2 L2 U2 L2 F2 L D2 L2 B' R D2 F L' U' D2 F' L' Uw2 Fw2 L' U2 D Rw2 Fw2 R2 D R' U Fw R' F2 L' Fw' L F2 B' Uw' L2 Fw D2 Rw2;2026-01-29 20:10:54;1:18.96
721;58.38;;B U2 R2 F' R2 B' U2 D2 B' D2 L2 U2 R' U' D2 R U' B' R' F' R Rw2 U2 F Uw2 R F' Uw2 B2 R' Uw2 B' Uw' R D' R' B Rw' U2 F Fw2 D Fw' R2;2026-01-29 20:12:36;58.38
722;1:08.41;;U' L' B' U D2 B R D' F2 R2 U2 L2 U' B2 D B2 D L2 F Uw2 Rw2 D2 F2 L' B' Rw2 B Fw2 R2 L' F' D Uw B2 Rw2 F' Uw2 Rw' Fw' Rw D Rw' U2 R;2026-01-29 20:13:58;1:08.41
723;1:12.74;;R' F' U B2 R D R' U2 L U2 F2 R2 U' L2 B2 D L2 F2 D2 B2 D2 Fw2 Rw2 B R B R' F2 Uw2 Fw2 L F' B2 Uw' F2 Rw2 Fw2 D B2 Fw' R2 Uw F Rw' B Uw;2026-01-29 20:15:36;1:12.74
724;1:13.73;;D2 R2 U2 R2 B' D2 F' B2 U2 B' L' D2 B' R F L2 U' R2 F2 Fw2 R' Uw2 F' L' Rw2 U2 Uw2 F' U2 F2 L' Uw R2 D' F2 Uw' F Rw' Fw' L2 D2 Uw2 Rw B';2026-01-29 20:17:09;1:13.73
725;1:09.72;;L B2 R U2 F2 L2 F2 D2 R B2 D2 L2 D' F B2 R B2 U B R2 L' Fw2 U' L2 F B U Rw2 Uw2 R2 F2 Rw2 U' F2 Rw D' F' Rw' D' Rw F2 Uw2 Fw Rw B2 U;2026-01-29 20:18:45;1:09.72
726;58.69;;R U R' D' R2 F2 D2 L2 B2 D' R2 B2 D2 L' F D L2 U' R2 F' Rw2 B D' Uw2 B D2 B' Rw2 B' U2 D' B2 Rw U2 L D' Fw2 D Uw2 Fw Rw2 F2 U' Uw;2026-01-29 20:20:18;58.69
727;1:20.35;;F' L2 F L' U2 D2 L' U R D2 F' R2 U2 B D2 L2 B D2 F' R2 B Fw2 L' U' F2 L Uw2 Fw2 U' R2 Rw2 D2 F2 Fw D2 R' L Fw R' U2 Uw F2 Uw' Rw2 Fw' Uw' B;2026-01-29 20:21:42;1:20.35
728;1:09.31;;F U2 D2 B R2 B L2 U2 F' U2 F L' B' R2 U F L2 D' L' B' U2 Uw2 R2 Fw2 Rw2 F' Rw2 D' F' U' Rw2 D2 F' R Rw B U2 B' D Fw Uw Fw2 R2 U2 D2 Uw';2026-01-29 20:23:25;1:09.31
729;1:10.43;;L2 U2 L2 F2 U D2 L2 U L2 B2 U2 L U2 D R2 U B U' R2 B' Uw2 B R2 Fw2 U D' Uw2 B Rw2 F B' D' Rw' B' Rw F D' L' D' Uw' R Fw' L2 Uw F2;2026-01-29 20:24:53;1:10.43
730;1:10.54;;U F2 U F' D2 B U2 L' D' B' R B2 R F2 R' D2 F2 R2 L' B2 L Uw2 Fw2 U' Fw2 L' U' D2 Rw2 U2 D R' U' R Fw U2 R' Fw' D' Fw2 Uw' Rw' D2 Fw2 R2 D2 Rw2;2026-01-29 20:26:28;1:10.54
731;1:18.07;;U2 F' D2 R2 F U2 R2 L2 F2 D' F L' D2 R2 U' L D' R' L Rw2 F' Fw2 L B Rw2 Uw2 F' U2 R' D2 Uw2 Fw2 U Uw' F' Uw2 F2 L' F2 Fw' Uw' Rw U Uw2;2026-01-29 20:27:57;1:18.07
732;1:02.94;;F D' R2 B2 D2 R2 F2 U B2 D R2 D2 R' L D' F B' U' B2 R2 Uw2 R2 Fw2 U2 L' U F2 Fw2 L2 D' F2 L Fw Uw2 F2 B L' F Uw Rw2 D2 Rw' U2 Uw;2026-01-29 20:30:11;1:02.94
733;1:01.67;;D R2 F2 D R2 U D R2 F2 R2 L B' D2 F' U B' D2 F2 R' L Rw2 U' Uw2 R F2 L' D Fw2 D' L F2 U Fw' U F2 Uw2 R' Uw L' Rw D2 Uw2 L2 U' Fw;2026-01-29 20:31:39;1:01.67
734;1:01.73;;U' F' R D2 B U2 R' D2 B R2 L2 D' R2 L2 D' R2 F2 D' B2 L2 Fw2 D Rw2 F2 Uw2 L2 F2 Uw2 R' Rw2 D R' L' Fw' R' F2 Rw2 B2 U2 Rw' Uw' Rw F2 Rw2 D';2026-01-29 20:33:08;1:01.73
735;1:08.94;;R F2 D2 R2 B D2 B' U2 B' U2 R2 B' R U' D' B2 D F L2 D Rw2 D Rw2 B Fw2 L2 D R2 B' D R' U' Rw B' Rw2 B2 Rw' Uw Fw U2 L2 Rw Uw;2026-01-29 20:34:40;1:08.94
736;1:05.42;;R' L2 F2 L' F2 D2 F2 L D' F2 B D' L D F' R2 L Rw2 U' B D' Uw2 B U2 Rw2 Fw2 R2 Uw2 Rw' U' F2 D2 R' B' U2 Uw F Rw' Uw B' D Rw;2026-01-29 20:36:09;1:05.42
737;1:09.37;;B R' D R2 F2 D' R2 L2 U L2 B2 L F' U' R' B R F L2 Rw2 D' Fw2 D2 F2 Rw2 Uw2 L D' R2 Uw2 R2 Fw' D' B' U' Fw2 Uw B2 Fw2 Rw' Uw R L' B';2026-01-29 20:37:32;1:09.37
738;1:01.25;;U' R2 F' B' U2 L2 B L2 D2 F R2 B' R' L2 F2 B' L2 U B U2 L Rw2 Fw2 R2 F' D2 L F2 Rw2 D2 Uw2 R Uw2 R Uw' R' Uw2 L' Uw' Fw Uw R2 F' U Fw' L';2026-01-29 20:39:03;1:01.25
739;1:19.84;;D2 F2 R2 F U2 F2 D2 L2 F D2 B' L' F' B2 U2 R' F' U' B D2 F Uw2 B Fw2 D Rw2 F2 R2 F Fw2 Rw2 Fw2 R2 B Rw Uw2 R2 F' U' D' Rw Fw Rw' B' L' Uw' Rw2;2026-01-29 20:40:28;1:19.84
740;1:02.80;;R2 B' U2 R2 F' L2 B2 U2 R2 B U2 R' U' R' F2 U2 R2 L2 B L' U Uw2 B Fw2 Uw2 F Rw2 D F' Rw2 Fw2 D' Uw2 B' Rw D' B2 L Fw2 Uw F U2 R2 Rw F' Uw;2026-01-29 20:42:15;1:02.80
741;1:07.57;;R2 U D2 F2 B2 L2 F2 U' R2 U' B' R D' R2 B2 D2 L' U' R L2 Fw2 R2 D R' Uw2 R D2 Rw2 D' R2 U' Uw2 L' Fw R2 Uw2 B2 Uw' F2 B L2 Rw2 Fw2 Uw R';2026-01-29 20:43:41;1:07.57
742;1:12.66;;U2 R L2 U2 L2 B2 U L2 D2 L2 B2 D2 R2 D' B R U2 L' D' R2 B' Fw2 R Fw2 U R2 Fw2 D Rw2 U' D2 R' F Fw2 U Fw' U2 B' L Rw Fw U D R Rw2 D' B;2026-01-29 20:45:10;1:12.66
743;1:07.22;;F' L' F' B L D' F L' U2 D2 L D2 B2 L D2 B2 U2 D' Rw2 B' Fw2 D' F' R2 Fw2 U' F' B2 R2 Rw2 Fw2 Rw' F' Rw2 D F2 U' Rw' Uw' Fw D Uw' Rw2;2026-01-29 20:46:52;1:07.22
744;1:03.00;;F R F2 B2 R2 B2 U' R2 L2 D' R2 D' F2 R' D F' B L' D2 B' U Rw2 Uw2 L' Fw2 L D2 L Fw2 R2 L B' Uw' F2 Uw' Fw2 Uw R' F' B' L2 Fw' R2 Fw Uw2;2026-01-29 20:48:19;1:03.00
745;1:06.90;;L' U2 F' R' U' D L B' R2 B2 U2 F2 B2 D B2 D' F2 R2 U2 L' Rw2 U Fw2 R F2 L2 U' Rw2 F2 D2 Rw2 Fw' L2 Fw U' Fw' U Uw Rw2 B' Fw Uw F B2;2026-01-29 20:49:43;1:06.90
746;1:17.86;;U' D B U' R B R U' B2 D2 F2 L2 D' R2 L2 D B2 R' B' Fw2 L' Rw2 F' Fw2 R D2 L' B U2 Rw2 U Uw2 Fw2 R' Uw R2 U' Rw Fw' Rw2 D F2 B' Rw';2026-01-29 20:51:13;1:17.86
747;1:01.67;;R2 F B2 U2 F' B' L2 F U2 D' F R2 U' R' F' U' F B Rw2 B R2 U' R2 Uw2 F R2 Fw2 D L2 Fw2 U2 Rw U2 R Fw2 Uw2 L2 B2 Fw L' Uw F Uw L2;2026-01-29 20:55:54;1:01.67
748;1:04.19;;F' R F D2 F' R2 F2 L2 D2 R2 F2 D2 F' U F2 L B2 D2 L' F Fw2 R' Uw2 F B Fw2 U2 R' B2 R Uw2 F R Uw R' B R Uw2 Fw Uw F B Rw F' U';2026-01-29 20:57:15;1:04.19
749;1:04.58;;F2 B L' B2 R' D2 L' B2 U2 L F2 B' R' D F2 U2 B U' D F' Uw2 R U2 F Rw2 U2 R' Uw2 R' F L Fw2 L Uw' L' F Uw L D2 Rw B Fw' U2 R Uw' L2;2026-01-29 21:15:24;1:04.58
750;1:16.05;;U2 R B2 R' D2 R2 L' U2 F2 D2 L' F' D' R' F R2 D2 B2 U L2 Fw2 U Uw2 L2 D' Rw2 D' L' B2 Rw2 U2 Uw2 B Uw2 Fw Uw2 Rw D2 F Rw2 D' Fw' L' D';2026-01-29 21:17:00;1:16.05
751;1:08.28;;D2 L2 F2 R2 U2 F' U2 B R2 B R2 D L' U' D F' D' R B' U2 R2 Rw2 Uw2 F' B' R F' B2 U2 Fw2 Rw2 B2 L' F2 Uw L2 Uw F' D Fw' Rw U2 Uw B2 D2 Rw' F2;2026-01-29 21:18:40;1:08.28
752;1:18.15;;R L2 F2 D R2 U R2 U' R2 U R2 B' L2 F' U R F B' R D' Uw2 L' D' Rw2 Uw2 Fw2 U' B2 L2 Uw2 Rw2 U' L B' Rw2 B2 Rw' B Fw R Rw B' Fw2 D;2026-01-29 21:20:11;1:18.15
753;1:07.11;;U2 R2 L' F R' D2 F D F2 R2 F2 B2 U' B2 U R2 F2 R2 D' F L Fw2 Uw2 Rw2 F Rw2 B D L2 B2 D R2 F Uw2 Rw U2 Rw' F2 L2 Uw2 Fw D Uw B R Rw' B;2026-01-29 21:21:51;1:07.11
754;1:06.85;;R' B' L2 F U B2 U2 B' R U R2 U F2 R2 U2 B2 L2 U' R2 L2 F2 Fw2 U B Fw2 Rw2 D' B D' Rw2 D' Uw2 L2 B' Rw' B' Fw2 D F2 Rw Uw' R' D F' U2 L2 Uw;2026-01-29 21:23:19;1:06.85
755;1:11.75;;D2 F L' F2 B' L2 D' R' U D2 R2 F2 R2 F2 D R2 D2 F2 B' Rw2 U' B U' R2 Fw2 D Rw2 D2 Fw2 Rw2 U B Rw' D B' R Rw2 Fw Rw' U2 B2 Uw R2 B';2026-01-29 21:24:57;1:11.75
756;1:12.51;;U' F D B2 D R2 D R2 U B2 R2 F2 U2 F D L' U2 B R2 F Rw2 D Fw2 U2 L2 Fw2 Rw2 U2 Uw2 B' D F2 B2 Rw' U2 Rw' U' R2 Fw2 L Uw' Fw2 Rw' U2 Uw2;2026-01-29 21:26:36;1:12.51
757;1:09.85;;R B D2 B L' B U' B L2 B2 U2 L F2 R' F2 B2 R' B2 R' B2 Rw2 D' B' Uw2 Rw2 B2 D Rw2 U2 D' F' R Rw' B' R L2 F2 Rw' Fw' U2 Rw' F2 Uw2 R;2026-01-30 15:51:45;1:09.85
758;1:04.86;;F2 U' D2 F2 R2 U2 L2 D' L2 D B2 R D F U2 D2 F' R U B' R2 Rw2 U R2 Uw2 L Rw2 B2 L Fw2 D2 Rw2 U' Fw' D R D' Uw2 F' Rw Fw' L' U' Fw2 L';2026-01-30 15:53:23;1:04.86
759;1:17.44;;D2 L F2 R' D2 F2 R2 D2 L U2 B2 U B D R' F' U F' R2 F B' Uw2 Fw2 U Rw2 U' L' Fw2 D R L' U' D2 L B' Fw Rw2 Fw' R L Rw' D B' R' Uw2 Rw2;2026-01-30 15:54:47;1:17.44
760;1:14.01;;B2 R2 D L2 F' U2 B R' F R2 F2 R' F2 U2 D2 R B2 L' D2 R2 Rw2 D2 Fw2 L' F2 D Rw2 D' B2 L Uw2 L2 D F' D Fw Uw Fw2 R2 Fw L2 Uw' R2 L';2026-01-30 15:56:21;1:14.01
761;50.76;;B' D2 R D R' B2 L2 D2 L' D2 B2 R' D2 R' F' B' L2 U' L D B Uw2 Rw2 F2 R U2 L' D' Fw2 R' Fw2 U' B2 Fw' L2 F R Rw2 B' Uw' R F L Fw2 Rw' B;2026-01-30 15:57:54;50.76
762;1:04.44;;R' D2 F2 L2 D2 R U2 R' U2 B U2 R2 F D' L2 D2 F2 D Uw2 R F Fw2 L Uw2 F' B' L' B2 Fw2 Uw' Fw2 L2 D' B U' Rw' Fw L2 F2 Fw2 Rw' Uw';2026-01-30 15:59:12;1:04.44
763;1:04.76;;L' U2 L' B2 U2 L2 F2 D2 L2 U2 F R2 F' U' F' R' D' B' L' F2 Uw2 B2 R Fw2 U' F2 Fw2 R U Fw2 D Uw2 Fw Uw2 L' Fw' Uw2 R2 Uw Rw2 U' L U2 Fw' Uw';2026-01-30 16:00:42;1:04.76
764;1:00.80;;B' L' F' B2 R L F2 U B' D2 R' U2 R2 U2 R B2 L U2 R' F2 B2 Rw2 B U' B' D Rw2 B' D Fw2 Uw2 F' D L2 Rw' B U' Rw2 U2 F' Uw B' Uw2 R' F' Fw2;2026-01-30 16:02:06;1:00.80
765;1:02.36;;F2 D' R B R' L B R2 F' R U2 F2 R' U2 R2 B2 L' U2 R F2 R Fw2 R Rw2 B2 U' Fw2 R' D' R2 U Fw' U F' U F2 R' Uw' Rw F2 Fw2 R D2 Rw2 F;2026-01-30 16:03:31;1:02.36
766;58.67;;F2 L D' R2 U B' D L U' D B2 R2 D2 L2 D L2 F2 L2 D2 F2 Rw2 F' Uw2 F Fw2 D' B2 U L2 B' U' Rw F D2 L D' B R' Fw' U' R' Fw Uw Fw2 R';2026-01-30 16:04:52;58.67
767;1:04.22;;F2 U2 L2 B2 L2 B' R2 L2 F U2 F R L B' U' B D2 B R2 D R Uw2 B Fw2 L2 U2 B' R' B' Uw2 R B Uw F2 R F U2 Uw2 Rw' Uw2 F Fw' Rw U2 Uw2;2026-01-30 16:06:13;1:04.22
768;1:03.22;;F' B2 U' D' F' L U2 B D' L2 F R2 D2 B U2 L2 F B R2 U2 F' Uw2 L' B D2 Uw2 F2 L D2 Uw2 R' F2 R2 F' Uw' F' L2 U2 F2 Fw2 Rw' Fw' R2 Rw' Fw Rw2;2026-01-30 16:09:49;1:03.22
769;1:09.90;;F' B U' R' D2 F' D' L2 B' U2 L2 D2 L2 F' L2 U2 F' L' F Rw2 D2 B Fw2 L' Fw2 D2 Uw2 B' U2 Uw2 Fw2 Uw' L B2 R' Uw B' R Fw Rw2 F2 R Uw2 Rw';2026-01-30 16:11:11;1:09.90
770;55.37;;U L U R2 D' L2 B2 D2 L2 U' B2 L' U2 B' R L2 B L' B Uw2 Fw2 D R' L2 Fw2 L' B2 U' D L2 Fw2 Rw2 F' R' L2 D' Uw Fw' Uw F' D' Uw2 F2 Fw';2026-01-30 16:12:41;55.37
771;1:08.00;;F2 U2 D2 F U2 F L2 B' L2 U2 D R' F L' F' B D F' D' L' Uw2 B' Rw2 Fw2 U Uw2 F' B' D2 R2 F' Rw' F U2 D R Uw2 R2 L Uw' Fw' Rw' B Rw;2026-01-30 16:13:58;1:08.00
772;1:01.29;;R2 D R2 D L2 D B2 D' L2 D F2 U' F U2 B' U L F2 R' B2 U' Rw2 Fw2 R' Fw2 R' B2 D F2 D Rw2 F2 U' Fw' R U2 F' L2 Uw' R' Fw R2 Uw2 Fw2 R';2026-01-30 16:15:25;1:01.29
773;1:04.62;;R2 U B2 L' B L' D F L2 U2 L2 F' R2 F' R2 D2 F2 D2 F Uw2 B2 Fw2 L' F' Fw2 U2 R' Fw2 U2 R' L2 Uw' Fw2 Uw' Rw2 D' Fw Rw' U' D' Fw' Uw2 R2;2026-01-30 16:16:59;1:04.62
774;1:02.15;;R B U R D2 R' B L F' L2 D2 F U2 B' U2 F U2 F R' Uw2 Fw2 L U D R' U Uw2 R F2 U D Fw' R Uw2 L Fw' R2 D' Uw B L2 Fw2 Uw;2026-01-30 16:18:24;1:02.15
775;1:27.04;;R' F' R2 B2 R2 B U2 F U2 F' D R' L2 U B R' L' F Uw2 Rw2 B2 L' F2 B R' Uw2 R' Uw2 F2 Fw2 Uw Fw2 U' Uw Fw' D2 B Fw' U' Rw' U2 F2;2026-01-30 16:19:55;1:27.04
776;1:11.27;;L U F2 R2 B2 U' R2 U2 D F2 B' D L F' U F2 D L2 F' Rw2 B2 Rw2 Fw2 D2 R' U Fw2 D F2 R Uw2 Fw U Fw L2 Fw R2 F2 Uw R' Fw' Uw2 F Uw2;2026-01-30 16:23:51;1:11.27
777;1:00.67;;D B' D2 R B2 D L U' R B U2 R2 D2 L2 F B2 U2 B' D2 Rw2 D' Fw2 L' D' B2 Fw2 L' Uw2 B2 R2 Fw2 U' Fw' L F' R' F Rw' Uw' B D F' Rw F2;2026-01-30 16:25:23;1:00.67
778;1:07.25;;B2 R2 F2 B2 U2 D B2 D' L2 U F' B2 D L2 F' U R D B' U' L2 Rw2 Fw2 L' D Uw2 R Fw2 D' Fw2 R F2 L D B' Fw' U' F' B Rw' Uw' Rw2 Fw2 R D' Rw' F2;2026-01-30 16:26:51;1:07.25
779;1:09.03;;B2 D L2 D' F2 U L2 B2 L2 F2 U' L' B2 U' R D B R' L2 D Rw2 F' U2 Rw2 F2 U' B' Rw2 D Uw2 Rw2 F R' Rw' B' D2 Fw2 R2 Uw Fw R2 Fw' L2 Rw' U2;2026-01-30 17:10:38;1:09.03
780;1:06.95;;L' U2 L2 U2 D2 B2 L' B2 L F2 L' F2 U' F2 D R' U L' B' U B Rw2 F' L2 Rw2 Fw2 U' D F2 U' B Fw2 D' Fw2 Rw B2 Uw2 L2 Rw' F' Uw B' Fw' U' Uw2 R;2026-01-30 17:12:09;1:06.95
781;57.95;;U2 B R2 D2 F' B2 D2 L2 D2 R2 U' R F' L U2 F2 U L' D' L' Rw2 Fw2 D2 B U2 R F' R' Rw2 Fw2 Uw2 F R D F' R' Uw' L' D2 R2 Fw' Rw' D2 Rw2 Uw L2;2026-01-30 17:13:42;57.95
782;1:07.58;;B R D' R2 L' U' L2 F' U L B2 U2 R2 D2 R' F2 D2 L D2 F2 B2 Fw2 U' L2 Fw2 Rw2 D Uw2 Rw2 B' D R' L2 U2 Uw2 B' Rw' D Fw Uw L2 Rw' Uw R' U2;2026-01-30 17:15:03;1:07.58
783;1:08.17;;U R B' L U' F2 D2 L' B R2 D2 F U2 B' U2 B' U2 F2 D2 F Rw2 B Rw2 B' U D2 Rw2 B' Fw2 D' L2 F Rw' D R' Rw2 F' L Fw D2 Fw2 L2 Uw F' R';2026-01-30 17:16:29;1:08.17
784;53.84;;F' L2 D2 F' B' D2 R2 F' D2 L2 U' F L' U F2 U R2 F' D B Rw2 Uw2 L2 F U Rw2 U' D' F' D2 Rw2 B D' Rw U' L' U' R2 Uw2 B2 Rw Fw' U' D2 Fw' U;2026-01-30 17:17:55;53.84
